id,game,code,name,aka,faction,domain,kind,tech,role,description,hp,cost_metal,cost_energy,build_time,speed,weapons,image
sc-urb4204,sc,URB4204,ED2,Shield Generator,cybran,structure,Shield Generator,2,shield,Shield Generator,500,460,5000,775,,,img/sc/urb4204.png
sc-urb4205,sc,URB4205,ED3,Shield Generator,cybran,structure,Shield Generator,2,shield,Shield Generator,500,1260,17000,2200,,,img/sc/urb4205.png
sc-urb4206,sc,URB4206,ED4,Shield Generator,cybran,structure,Shield Generator,3,shield,Shield Generator,500,2460,41000,3515,,,img/sc/urb4206.png
sc-urb4207,sc,URB4207,ED5,Shield Generator,cybran,structure,Shield Generator,3,shield,Shield Generator,500,4260,67666,7100,,,img/sc/urb4207.png
sc-urb4302,sc,URB4302,Guardian,Strategic Missile Defense,cybran,structure,Strategic Missile Defense,3,antinuke,Strategic Missile Defense,3800,7500,105000,5841,,EMP Anti Nuke,img/sc/urb4302.png
sc-urb5101,sc,URB5101,Wall Section,,cybran,structure,Wall Section,1,wall,Wall Section,500,3,20,15,,,img/sc/urb5101.png
sc-urb5202,sc,URB5202,Air Staging Facility,,cybran,structure,Air Staging Facility,1,other,Air Staging Facility,500,175,2100,350,,,img/sc/urb5202.png
sc-url0001,sc,URL0001,Armored Command Unit,,cybran,commander,Armored Command Unit,0,commander,Armored Command Unit,10000,2000,5000000,6000000,1.7,DummyWeapon | Molecular Ripper Cannon | Overcharge Cannon | AutoOvercharge Cannon | Heavy Microwave Laser | Nanite Torpedo,img/sc/url0001.png
sc-url0101,sc,URL0101,Mole,Land Scout,cybran,land,Land Scout,1,t1_land_scout,Land Scout,15,8,60,60,4.8,Target Tracker,img/sc/url0101.png
sc-url0103,sc,URL0103,Medusa,Mobile Light Artillery,cybran,land,Mobile Light Artillery,1,t1_arty,Mobile Light Artillery,140,36,180,200,2.9,EMP Grenade Launcher,img/sc/url0103.png
sc-url0104,sc,URL0104,Sky Slammer,Mobile Anti-Air Gun,cybran,land,Mobile Anti-Air Gun,1,t1_aa,Mobile Anti-Air Gun,260,55,275,220,2.9,Nanodart Surface Launcher | Nanodart Launcher,img/sc/url0104.png
sc-url0105,sc,URL0105,Engineer,,cybran,land,Engineer,1,t1_engineer,Engineer,145,52,260,260,1.9,,img/sc/url0105.png
sc-url0106,sc,URL0106,Hunter,Light Assault Bot,cybran,land,Light Assault Bot,1,t1_light_bot,Light Assault Bot,90,35,140,140,4,Light Pulse Laser,img/sc/url0106.png
sc-url0107,sc,URL0107,Mantis,Assault Bot,cybran,land,Assault Bot,1,t1_light_bot,Assault Bot,270,56,273,285,3.7,Light Pulse Laser,img/sc/url0107.png
sc-url0111,sc,URL0111,Viper,Mobile Missile Launcher,cybran,land,Mobile Missile Launcher,2,t2_mml,Mobile Missile Launcher,700,180,1350,800,3,Loa Tactical Missile,img/sc/url0111.png
sc-url0202,sc,URL0202,Rhino,Heavy Tank,cybran,land,Heavy Tank,2,t2_tank,Heavy Tank,1900,290,1500,1300,2.9,Particle Cannon,img/sc/url0202.png
sc-url0203,sc,URL0203,Wagner,Amphibious Tank,cybran,land,Amphibious Tank,2,t2_amphib,Amphibious Tank,1200,297,1980,1320,3.7,Meson Rocket | Heavy Electron Bolter | Meson Torpedo,img/sc/url0203.png
sc-url0205,sc,URL0205,Banger,Mobile AA Flak Artillery,cybran,land,Mobile AA Flak Artillery,2,t2_flak,Mobile AA Flak Artillery,1000,160,800,800,2.9,Electron Flak,img/sc/url0205.png
sc-url0208,sc,URL0208,Engineer,,cybran,land,Engineer,2,t2_engineer,Engineer,390,130,650,650,1.9,,img/sc/url0208.png
sc-url0301,sc,URL0301,Support Armored Command Unit,,cybran,land,Support Armored Command Unit,3,t3_engineer,Support Armored Command Unit,19000,2000,26400,14400,2.2,Disintegrator Pulse Laser | Nanite Missile System,img/sc/url0301.png
sc-url0303,sc,URL0303,Loyalist,Siege Assault Bot,cybran,land,Siege Assault Bot,3,t3_assault,Siege Assault Bot,3000,480,5250,2400,3.8,Disintegrator Pulse Laser | Heavy Electron Bolter | Missile Deflector,img/sc/url0303.png
sc-url0304,sc,URL0304,Trebuchet,Mobile Heavy Artillery,cybran,land,Mobile Heavy Artillery,3,t3_arty,Mobile Heavy Artillery,850,800,8000,4300,2.2,Proton Artillery,img/sc/url0304.png
sc-url0306,sc,URL0306,Deceiver,Mobile Stealth Field System,cybran,land,Mobile Stealth Field System,2,other,Mobile Stealth Field System,350,160,1600,800,4,,img/sc/url0306.png
sc-url0309,sc,URL0309,Engineer,,cybran,land,Engineer,3,t3_engineer,Engineer,740,312,1560,1560,1.9,,img/sc/url0309.png
sc-url0401,sc,URL0401,Scathis,Experimental Mobile Rapid-Fire Artillery,cybran,land,Experimental Mobile Rapid-Fire Artillery,4,experimental,Experimental Mobile Rapid-Fire Artillery,17000,220000,4000000,240000,1.5,Proton Artillery,img/sc/url0401.png
sc-url0402,sc,URL0402,Monkeylord,Experimental Spiderbot,cybran,land,Experimental Spiderbot,4,experimental,Experimental Spiderbot,45000,20000,260000,27500,2.5,Heavy Microwave Laser | Heavy Electron Bolter | Heavy Electron Bolter | Nanite Missile System | Nanite Missile System | Meson Torpedo,img/sc/url0402.png
sc-urs0103,sc,URS0103,Trident Class,Frigate,cybran,navy,Frigate,1,t1_frigate,Frigate,1900,250,2500,1250,6,Proton Cannon | Electron Autocannon,img/sc/urs0103.png
sc-urs0201,sc,URS0201,Salem Class,Destroyer,cybran,navy,Destroyer,2,t2_destroyer,Destroyer,6500,2250,15000,10000,5,Proton Cannon | Electron Autocannon | Nanite Torpedo | Anti Torpedo Solution,img/sc/urs0201.png
sc-urs0202,sc,URS0202,Siren Class,Cruiser,cybran,navy,Cruiser,2,t2_cruiser,Cruiser,3000,2000,18000,8000,4.5,Proton Cannon | Nanodart Launcher | Missile Deflector | Nanodart Surface Launcher,img/sc/urs0202.png
sc-urs0203,sc,URS0203,Sliver,Attack Submarine,cybran,navy,Attack Submarine,1,t1_sub,Attack Submarine,775,360,2880,1440,6,Nanite Torpedo | Light Pulse Laser,img/sc/urs0203.png
sc-urs0302,sc,URS0302,Galaxy Class,Battleship,cybran,navy,Battleship,3,t3_battleship,Battleship,44500,8000,54000,25200,3.2,Proton Cannon | Proton Cannon | Electron Autocannon | Electron Autocannon | Nanite Torpedo | Zapper Anti Missile | Zapper Anti Missile,img/sc/urs0302.png
sc-urs0303,sc,URS0303,Command Class,Aircraft Carrier,cybran,navy,Aircraft Carrier,3,t3_battleship,Aircraft Carrier,20000,3600,36000,10800,3,Electron Autocannon | Electron Autocannon | Electron Autocannon | Electron Autocannon | Missile Deflector,img/sc/urs0303.png
sc-urs0304,sc,URS0304,Plan B,Strategic Missile Submarine,cybran,navy,Strategic Missile Submarine,3,t1_sub,Strategic Missile Submarine,3500,10500,152000,20000,3.3,Loa Tactical Missile | Nanite Torpedo | EMP Flux Warhead,img/sc/urs0304.png
sc-urs0305,sc,URS0305,Flood XR,Sonar Platform,cybran,navy,Sonar Platform,3,other,Sonar Platform,1200,1200,14400,1400,4.5,,img/sc/urs0305.png
sc-xaa0202,sc,XAA0202,Swift Wind,Combat Fighter,aeon,air,Combat Fighter,2,t2_fighter,Combat Fighter,800,235,6750,1800,18,Light Displacement Missile,img/sc/xaa0202.png
sc-xaa0305,sc,XAA0305,Restorer,AA Gunship,aeon,air,AA Gunship,3,t2_gunship,AA Gunship,6000,1200,64000,6000,10,Quad Light Laser | Zealot AA Missile | Zealot AA Missile,img/sc/xaa0305.png
sc-xaa0306,sc,XAA0306,Solace,Torpedo Bomber,aeon,air,Torpedo Bomber,3,t3_strat_bomber,Torpedo Bomber,3750,1650,55000,6600,20,Torpedo Cluster,img/sc/xaa0306.png
sc-xab1401,sc,XAB1401,Paragon,Experimental Resource Generator,aeon,structure,Experimental Resource Generator,4,experimental,Experimental Resource Generator,5000,250200,7506000,325000,,,img/sc/xab1401.png
sc-xab2307,sc,XAB2307,Salvation,Rapid-Fire Artillery Installation,aeon,structure,Rapid-Fire Artillery Installation,4,experimental,Rapid-Fire Artillery Installation,9000,202500,5400000,100000,,Rapid-Fire Artillery Cannon,img/sc/xab2307.png
sc-xab3301,sc,XAB3301,Eye of Rhianne,Quantum Optics Facility,aeon,structure,Quantum Optics Facility,3,t1_radar,Quantum Optics Facility,250,3000,48000,2575,,,img/sc/xab3301.png
sc-xal0203,sc,XAL0203,Blaze,Assault Tank,aeon,land,Assault Tank,2,t2_tank,Assault Tank,1000,180,1080,900,4,Quantum Autoguns,img/sc/xal0203.png
sc-xal0305,sc,XAL0305,Sprite Striker,Sniper Bot,aeon,land,Sniper Bot,3,t3_assault,Sniper Bot,500,700,25000,4950,2.3,Heavy Disruptor Cannon,img/sc/xal0305.png
sc-xas0204,sc,XAS0204,Vesper,Submarine Hunter,aeon,navy,Submarine Hunter,2,t1_sub,Submarine Hunter,1800,1100,8800,4400,6.5,Chrono Torpedo | Quasar Anti-Torpedo | Quasar Anti-Torpedo,img/sc/xas0204.png
sc-xas0306,sc,XAS0306,Torrent Class,Missile Ship,aeon,navy,Missile Ship,3,other,Missile Ship,7500,4000,40000,16000,3,Serpentine Tactical Missile Rack | Serpentine Tactical Missile Rack | Quasar Anti-Torpedo | Quasar Anti-Torpedo | Quasar Anti-Torpedo | Quasar Anti-Torpedo,img/sc/xas0306.png
sc-xea0002,sc,XEA0002,Defense Satellite,,uef,air,Defense Satellite,4,experimental,Defense Satellite,100,10000,160000,30000,9,Orbital Death Laser,img/sc/xea0002.png
sc-xea0306,sc,XEA0306,Continental,Heavy Air Transport,uef,air,Heavy Air Transport,3,t1_transport,Heavy Air Transport,4500,1400,52500,5250,17.5,Heavy Plasma Cannon | Heavy Plasma Cannon | Flayer SAM Launcher | Flayer SAM Launcher | Flayer SAM Launcher | Flayer SAM Launcher,img/sc/xea0306.png
sc-xea3204,sc,XEA3204,"C-D2 ""Rover-2""",Engineering Drone,uef,air,Engineering Drone,2,t2_engineer,Engineering Drone,50,100,1000,500,4,,img/sc/xea3204.png
sc-xeb0104,sc,XEB0104,The Kennel,Engineering Station,uef,structure,Engineering Station,2,other,Engineering Station,1000,525,2625,1000,,,img/sc/xeb0104.png
sc-xeb0204,sc,XEB0204,The Kennel,Engineering Station,uef,structure,Engineering Station,3,other,Engineering Station,2500,1050,5250,2000,,,img/sc/xeb0204.png
sc-xeb2306,sc,XEB2306,Ravager,Heavy Point Defense,uef,structure,Heavy Point Defense,3,t2_pd,Heavy Point Defense,6500,2000,17600,2000,,Heavy Plasma Gatling Cannon,img/sc/xeb2306.png
sc-xeb2402,sc,XEB2402,Novax Center,Experimental Satellite System,uef,structure,Experimental Satellite System,4,experimental,Experimental Satellite System,9000,32000,800000,43600,,,img/sc/xeb2402.png
sc-xel0209,sc,XEL0209,Sparky,Field Engineer,uef,land,Field Engineer,2,t2_engineer,Field Engineer,1040,225,1000,1000,3,Hells Fury Riot Gun,img/sc/xel0209.png
sc-xel0305,sc,XEL0305,Percival,Armored Assault Bot,uef,land,Armored Assault Bot,3,t3_assault,Armored Assault Bot,7200,1280,14000,4800,2.2,Ionized Plasma Cannon,img/sc/xel0305.png
sc-xel0306,sc,XEL0306,Spearhead,Mobile Missile Platform,uef,land,Mobile Missile Platform,3,t2_mml,Mobile Missile Platform,1700,400,3000,2400,2.8,Long Range Cruise Missile,img/sc/xel0306.png
sc-xes0102,sc,XES0102,Cooper,Torpedo Boat,uef,navy,Torpedo Boat,2,other,Torpedo Boat,2000,750,6000,3000,6,Angler Torpedo | Smart Charge AntiTorpedo,img/sc/xes0102.png
sc-xes0205,sc,XES0205,Bulwark,Shield Boat,uef,navy,Shield Boat,2,other,Shield Boat,550,900,9000,3600,5,,img/sc/xes0205.png
sc-xes0307,sc,XES0307,Neptune Class,Battlecruiser,uef,navy,Battlecruiser,3,t3_battleship,Battlecruiser,25000,7000,60000,25200,4.25,Dual-Barreled Hiro Plasma Cannon | Dual-Barreled Hiro Plasma Cannon | Angler Torpedo | Phalanx Anti-Missile | Smart Charge AntiTorpedo,img/sc/xes0307.png
sc-xra0105,sc,XRA0105,Jester,Light Gunship,cybran,air,Light Gunship,1,t2_gunship,Light Gunship,350,170,4250,850,10,Heavy Laser Autogun,img/sc/xra0105.png
sc-xra0305,sc,XRA0305,Wailer,Heavy Gunship,cybran,air,Heavy Gunship,3,t2_gunship,Heavy Gunship,5900,1500,65000,6300,10,Disintegrator Pulse Laser | Nanite Missile Launcher,img/sc/xra0305.png
sc-xrb0104,sc,XRB0104,The Hive,Engineering Station,cybran,structure,Engineering Station,2,other,Engineering Station,500,350,2100,880,,,img/sc/xrb0104.png
sc-xrb0204,sc,XRB0204,The Hive,Engineering Station,cybran,structure,Engineering Station,2,other,Engineering Station,1000,700,4200,1000,,,img/sc/xrb0204.png
sc-xrb0304,sc,XRB0304,The Hive,Engineering Station,cybran,structure,Engineering Station,2,other,Engineering Station,2000,1050,6300,1120,,,img/sc/xrb0304.png
sc-xrb2308,sc,XRB2308,HARMS,Torpedo Ambushing System,cybran,structure,Torpedo Ambushing System,3,other,Torpedo Ambushing System,9000,3000,25000,4100,,Kril Torpedo,img/sc/xrb2308.png
sc-xrb3301,sc,XRB3301,Soothsayer,Perimeter Monitoring System,cybran,structure,Perimeter Monitoring System,3,t1_radar,Perimeter Monitoring System,500,4800,60000,1195,,,img/sc/xrb3301.png
sc-xrl0002,sc,XRL0002,Crab Egg (Engineer),,cybran,structure,Crab Egg (Engineer),3,t2_factory_land,Crab Egg (Engineer),10,312,1560,780,,,img/sc/xrl0002.png
sc-xrl0003,sc,XRL0003,Crab Egg (Brick),,cybran,structure,Crab Egg (Brick),3,t2_factory_land,Crab Egg (Brick),10,1280,17600,2400,,,img/sc/xrl0003.png
sc-xrl0004,sc,XRL0004,Crab Egg (Flak),,cybran,structure,Crab Egg (Flak),2,t2_factory_land,Crab Egg (Flak),10,160,800,400,,,img/sc/xrl0004.png
sc-xrl0005,sc,XRL0005,Crab Egg (Artillery),,cybran,structure,Crab Egg (Artillery),3,t2_factory_land,Crab Egg (Artillery),10,800,8000,2150,,,img/sc/xrl0005.png
sc-xrl0302,sc,XRL0302,Fire Beetle,Mobile Bomb,cybran,land,Mobile Bomb,2,other,Mobile Bomb,1340,190,1300,700,3.8,Suicide | EMP | Detonation Trigger,img/sc/xrl0302.png
sc-xrl0305,sc,XRL0305,The Brick,Armored Assault Bot,cybran,land,Armored Assault Bot,3,t3_assault,Armored Assault Bot,7500,1280,14000,4800,2.4,Heavy Disintegrator Pulse Laser | Nanite Torpedo Launcher | Anti-Torpedo Flare,img/sc/xrl0305.png
sc-xrl0403,sc,XRL0403,Megalith,Experimental Megabot,cybran,land,Experimental Megabot,4,experimental,Experimental Megabot,110000,37500,437500,60625,2,Proton Cannon | Proton Cannon | Nanite Torpedo Launcher | Anti-Torpedo Flare | Electron Flak | Brackman Hack Peg Launcher,img/sc/xrl0403.png
sc-xrs0204,sc,XRS0204,Barracuda,Submarine Killer,cybran,navy,Submarine Killer,2,t1_sub,Submarine Killer,1430,1100,8800,4400,6.5,Nanite Torpedo | Anti-Torpedo Flare,img/sc/xrs0204.png
sc-xrs0205,sc,XRS0205,CI:18 Mermaid,Counter-Intelligence Boat,cybran,navy,Counter-Intelligence Boat,2,other,Counter-Intelligence Boat,1000,600,6000,3000,6,Anti-Torpedo Flare,img/sc/xrs0205.png
sc-xsa0101,sc,XSA0101,Sele-istle,Air Scout,seraphim,air,Air Scout,1,t1_air_scout,Air Scout,32,40,580,200,19,,img/sc/xsa0101.png
sc-xsa0102,sc,XSA0102,Ia-atha,Interceptor,seraphim,air,Interceptor,1,t1_interceptor,Interceptor,290,50,2250,500,15,Shleo AA AutoGun,img/sc/xsa0102.png
sc-xsa0103,sc,XSA0103,Sinnve,Attack Bomber,seraphim,air,Attack Bomber,1,t1_bomber,Attack Bomber,210,90,2050,500,10,Othe Tactical Bomb,img/sc/xsa0103.png
sc-xsa0104,sc,XSA0104,Vishala,Air Transport,seraphim,air,Air Transport,2,t1_transport,Air Transport,1625,330,13200,2640,14.5,Shleo AA AutoGun | Shleo AA AutoGun | Heavy Phasic Autogun,img/sc/xsa0104.png
sc-xsa0107,sc,XSA0107,Vish,Light Air Transport,seraphim,air,Light Air Transport,1,t1_transport,Light Air Transport,500,120,4800,800,10.75,Weapon Guidance System,img/sc/xsa0107.png
sc-xsa0202,sc,XSA0202,Notha,Fighter/Bomber,seraphim,air,Fighter/Bomber,2,t2_bomber,Fighter/Bomber,1000,420,8400,2400,15,Shleo AA Autogun | Shleo AA Autogun | Othe Tactical Bomb,img/sc/xsa0202.png
sc-xsa0203,sc,XSA0203,Vulthoo,Gunship,seraphim,air,Gunship,2,t2_gunship,Gunship,1800,500,10000,2700,11,Heavy Phasic Autogun | Heavy Phasic Autogun,img/sc/xsa0203.png
sc-xsa0204,sc,XSA0204,Uosioz,Torpedo Bomber,seraphim,air,Torpedo Bomber,2,t2_bomber,Torpedo Bomber,840,270,8000,1600,15,Cavitation Cluster Torpedo,img/sc/xsa0204.png
sc-xsa0302,sc,XSA0302,Iaselen,Spy Plane,seraphim,air,Spy Plane,3,t1_air_scout,Spy Plane,1100,195,7500,900,27,,img/sc/xsa0302.png
sc-xsa0303,sc,XSA0303,Iazyne,Air Superiority Fighter,seraphim,air,Air Superiority Fighter,3,t3_asf,Air Superiority Fighter,2275,450,51200,3840,22,Losaare AA Autocannon,img/sc/xsa0303.png
sc-xsa0304,sc,XSA0304,Sinntha,Strategic Bomber,seraphim,air,Strategic Bomber,3,t3_strat_bomber,Strategic Bomber,3900,1750,180000,12000,17,Zhanasee Strategic Bomb,img/sc/xsa0304.png
sc-xsa0402,sc,XSA0402,Ahwassa,Experimental Bomber,seraphim,air,Experimental Bomber,4,experimental,Experimental Bomber,52000,48000,1920000,67500,18,Othe Tactical Bomb | Losaare AA Autocannon | Losaare AA Autocannon | Losaare AA Autocannon | Losaare AA Autocannon,img/sc/xsa0402.png
sc-xsb0101,sc,XSB0101,Hethiya,Land Factory,seraphim,structure,Land Factory,1,t1_factory_land,Land Factory,3500,240,2100,300,,,img/sc/xsb0101.png
sc-xsb0102,sc,XSB0102,Ia-iya,Air Factory,seraphim,structure,Air Factory,1,t1_factory_air,Air Factory,3500,210,2400,300,,,img/sc/xsb0102.png
sc-xsb0103,sc,XSB0103,Uosiya,Naval Factory,seraphim,structure,Naval Factory,1,t1_factory_naval,Naval Factory,4000,300,1500,300,,,img/sc/xsb0103.png
sc-xsb0201,sc,XSB0201,Hethiya,Land Factory HQ,seraphim,structure,Land Factory HQ,2,t2_factory_land,Land Factory HQ,7200,1410,11200,2300,,,img/sc/xsb0201.png
sc-xsb0202,sc,XSB0202,Ia-iya,Air Factory HQ,seraphim,structure,Air Factory HQ,2,t2_factory_air,Air Factory HQ,7200,920,18000,2300,,,img/sc/xsb0202.png
sc-xsb0203,sc,XSB0203,Uosiya,Naval Factory HQ,seraphim,structure,Naval Factory HQ,2,t2_factory_naval,Naval Factory HQ,14000,2000,10000,3200,,,img/sc/xsb0203.png
sc-xsb0301,sc,XSB0301,Hethiya,Land Factory HQ,seraphim,structure,Land Factory HQ,3,t2_factory_land,Land Factory HQ,14000,5220,47400,12000,,,img/sc/xsb0301.png
sc-xsb0302,sc,XSB0302,Ia-iya,Air Factory HQ,seraphim,structure,Air Factory HQ,3,t2_factory_air,Air Factory HQ,14000,4090,99400,12000,,,img/sc/xsb0302.png
sc-xsb0303,sc,XSB0303,Uosiya,Naval Factory HQ,seraphim,structure,Naval Factory HQ,3,t2_factory_naval,Naval Factory HQ,23000,9500,45000,21600,,,img/sc/xsb0303.png
sc-xsb0304,sc,XSB0304,Aezthu-uhthe,Quantum Gateway,seraphim,structure,Quantum Gateway,3,other,Quantum Gateway,10000,3000,30000,4097,,,img/sc/xsb0304.png
sc-xsb1101,sc,XSB1101,Uya-iya,Power Generator,seraphim,structure,Power Generator,1,t1_energy,Power Generator,550,75,750,125,,,img/sc/xsb1101.png
sc-xsb1102,sc,XSB1102,Uya-atoh,Hydrocarbon Power Plant,seraphim,structure,Hydrocarbon Power Plant,1,t1_energy,Hydrocarbon Power Plant,1700,160,800,400,,,img/sc/xsb1102.png
sc-xsb1103,sc,XSB1103,Hyalatoh,Mass Extractor,seraphim,structure,Mass Extractor,1,t1_mex,Mass Extractor,380,36,360,60,,,img/sc/xsb1103.png
sc-xsb1104,sc,XSB1104,Hyaliya,Mass Fabricator,seraphim,structure,Mass Fabricator,2,t1_fab,Mass Fabricator,360,200,4000,500,,,img/sc/xsb1104.png
sc-xsb1105,sc,XSB1105,Vishuyal,Energy Storage,seraphim,structure,Energy Storage,1,other,Energy Storage,500,250,1200,200,,,img/sc/xsb1105.png
sc-xsb1106,sc,XSB1106,Vishyal,Mass Storage,seraphim,structure,Mass Storage,1,other,Mass Storage,700,200,1500,250,,,img/sc/xsb1106.png
sc-xsb1201,sc,XSB1201,Uya-iya,Power Generator,seraphim,structure,Power Generator,2,t2_energy,Power Generator,2400,1200,12000,2198,,,img/sc/xsb1201.png
sc-xsb1202,sc,XSB1202,Hyalatoh,Mass Extractor,seraphim,structure,Mass Extractor,2,t2_mex,Mass Extractor,1950,900,5400,900,,,img/sc/xsb1202.png
sc-xsb1301,sc,XSB1301,Uya-iya,Power Generator,seraphim,structure,Power Generator,3,t3_energy,Power Generator,7000,3240,57600,6824,,,img/sc/xsb1301.png
sc-xsb1302,sc,XSB1302,Hyalatoh,Mass Extractor,seraphim,structure,Mass Extractor,3,t2_mex,Mass Extractor,6750,4600,31625,2875,,,img/sc/xsb1302.png
sc-xsb1303,sc,XSB1303,Hyaliya,Mass Fabricator,seraphim,structure,Mass Fabricator,3,t1_fab,Mass Fabricator,6000,4000,120000,5000,,,img/sc/xsb1303.png
sc-xsb2101,sc,XSB2101,Uttaus,Point Defense,seraphim,structure,Point Defense,1,t1_pd,Point Defense,1300,250,2000,250,,Twin Barreled Oh Spectra Cannon,img/sc/xsb2101.png
sc-xsb2104,sc,XSB2104,Ialla,Anti-Air Turret,seraphim,structure,Anti-Air Turret,1,t1_aa_turret,Anti-Air Turret,800,150,1500,188,,Shleo AA AutoGun,img/sc/xsb2104.png
sc-xsb2108,sc,XSB2108,Ythis,Tactical Missile Launcher,seraphim,structure,Tactical Missile Launcher,2,tml,Tactical Missile Launcher,900,825,4500,700,,Laanse Tactical Missile Launcher,img/sc/xsb2108.png
sc-xsb2109,sc,XSB2109,Sou-atha,Torpedo Launcher,seraphim,structure,Torpedo Launcher,1,other,Torpedo Launcher,1650,450,3600,450,,Uall Cavitation Torpedo Launcher,img/sc/xsb2109.png
sc-xsb2204,sc,XSB2204,Sinnatha,Anti-Air Flak Artillery,seraphim,structure,Anti-Air Flak Artillery,2,t2_flak,Anti-Air Flak Artillery,2520,400,4000,540,,Olaris AA Artillery Cannon,img/sc/xsb2204.png
sc-xsb2205,sc,XSB2205,Uosthu,Torpedo Launcher,seraphim,structure,Torpedo Launcher,2,other,Torpedo Launcher,4800,1080,9000,1446,,Heavy Cavitation Torpedo Cluster | Ajellu Anti-Torpedo Defense,img/sc/xsb2205.png
sc-xsb2301,sc,XSB2301,Uttaushala,Point Defense,seraphim,structure,Point Defense,2,t2_pd,Point Defense,2100,540,3780,675,,Ultrachromatic Beam Generator,img/sc/xsb2301.png
sc-xsb2302,sc,XSB2302,Hovatham,Heavy Artillery Installation,seraphim,structure,Heavy Artillery Installation,3,t3_arty_static,Heavy Artillery Installation,13500,73000,1369000,113400,,Suthanus Heavy Artillery Cannon,img/sc/xsb2302.png
sc-xsb2303,sc,XSB2303,Zthuthaam,Artillery Installation,seraphim,structure,Artillery Installation,2,t2_arty,Artillery Installation,2850,2000,14300,1600,,Zthuthaam Artillery Cannon,img/sc/xsb2303.png
sc-xsb2304,sc,XSB2304,Iathu-ioz,Anti-Air SAM Launcher,seraphim,structure,Anti-Air SAM Launcher,3,t2_flak,Anti-Air SAM Launcher,5000,800,8000,1400,,Losaare AA Autocannon,img/sc/xsb2304.png
sc-xsb2305,sc,XSB2305,Hastue,Strategic Missile Launcher,seraphim,structure,Strategic Missile Launcher,3,nuke,Strategic Missile Launcher,4000,16500,412500,25000,,Inaino Strategic Missile Launcher,img/sc/xsb2305.png
sc-xsb2401,sc,XSB2401,Yolona Oss,Experimental Missile Launcher,seraphim,structure,Experimental Missile Launcher,4,experimental,Experimental Missile Launcher,12000,187650,10008000,250000,,Experimental Strategic Missile Launcher,img/sc/xsb2401.png
sc-xsb3101,sc,XSB3101,Esel,Radar System,seraphim,structure,Radar System,1,t1_radar,Radar System,10,80,720,80,,,img/sc/xsb3101.png
sc-xsb3102,sc,XSB3102,Shou,Sonar System,seraphim,structure,Sonar System,1,t1_radar,Sonar System,500,150,1250,125,,,img/sc/xsb3102.png
sc-xsb3104,sc,XSB3104,Aezesel,Omni Sensor Suite,seraphim,structure,Omni Sensor Suite,3,t1_radar,Omni Sensor Suite,100,2400,30000,2400,,,img/sc/xsb3104.png
